N,P,K,temperature,humidity,ph,rainfall,label
-1.1258,-1.2846,-0.7929,-0.1496,1.0292,0.116,0.1514,orange
-0.5297,-1.3755,-0.8126,1.7577,0.9954,0.8966,0.0019,orange
-0.7736,-1.1026,-0.8521,-0.2952,0.8645,0.6153,-0.0114,orange
-1.0174,-1.4665,-0.7929,-0.3482,0.8367,1.2991,0.0084,orange
-0.9361,-1.3755,-0.7731,-0.2001,0.8896,1.4626,0.1425,orange
-1.2613,-1.2239,-0.8324,-1.9721,1.0233,1.4109,-0.0363,orange
-1.3696,-0.86,-0.6744,-1.2407,0.9209,-0.1393,0.2364,orange
-1.1529,-1.4059,-0.7534,0.5226,0.921,0.5942,0.0318,orange
-1.2613,-0.9207,-0.8521,-0.5808,0.9831,1.3033,0.125,orange
-0.4755,-1.1936,-0.7929,-0.9055,0.9651,1.5702,0.1314,orange
-0.5568,-1.4059,-0.6546,1.5048,0.8796,1.7525,0.2239,orange
-0.8007,-0.7387,-0.7139,-0.6544,0.929,-0.0398,0.2531,orange
-1.0716,-1.1936,-0.8521,-2.7877,1.0518,0.6163,0.2203,orange
-1.1258,-1.3755,-0.6546,-2.2267,1.0277,1.9709,0.123,orange
-1.2342,-1.0723,-0.6744,1.4794,0.9885,1.2467,0.2859,orange
-0.5839,-0.86,-0.6744,0.9631,0.8525,1.6963,0.1796,orange
-0.4755,-1.2542,-0.6546,0.9164,0.9233,-0.5391,0.2412,orange
-1.1529,-1.1329,-0.8324,-2.6445,0.8438,0.8235,0.0901,orange
-0.9632,-1.1936,-0.7929,-3.0825,0.842,-0.3212,0.2899,orange
-0.9361,-1.4059,-0.7929,-0.5579,0.8593,-0.0634,0.2374,orange
-1.3696,-1.2542,-0.8126,-1.073,0.8614,0.6459,0.243,orange
-1.2342,-0.86,-0.8324,1.0084,1.0123,-0.5921,0.0609,orange
-1.2071,-1.3755,-0.7336,-0.249,0.9396,0.1699,0.2954,orange
-1.0987,-1.4665,-0.8521,-0.8697,0.8928,1.7426,0.1733,orange
-1.3425,-1.1026,-0.8324,-2.9292,0.8941,0.4528,0.256,orange
-1.3425,-0.7084,-0.7534,-2.7095,0.8925,1.0622,0.0021,orange
-1.3696,-0.9207,-0.6546,-0.6024,0.9836,1.4594,0.1164,orange
-0.7194,-0.7994,-0.7731,-1.3328,0.9778,-0.4037,0.2899,orange
-0.3943,-1.2846,-0.6941,-1.6346,0.9689,0.9334,0.1685,orange
-0.2859,-0.9813,-0.7929,1.8351,0.9613,1.2268,-0.0232,orange
-0.2859,-0.951,-0.8324,-0.2134,0.9178,0.0242,0.2278,orange
-0.5026,-1.0723,-0.6941,-2.3266,0.9105,-0.5497,0.0823,orange
-1.1258,-1.3149,-0.7534,-0.6442,0.9902,-0.5933,-0.0354,orange
-1.0174,-1.1329,-0.7929,1.8022,0.9723,0.6208,-0.0595,orange
-0.9632,-1.3452,-0.7336,-2.7789,1.0183,1.8591,0.0976,orange
-0.5839,-1.2846,-0.8521,-0.4904,0.9194,1.5125,0.0174,orange
-1.3425,-1.1633,-0.7731,0.8627,1.0365,1.3751,0.2164,orange
-0.8819,-1.4665,-0.7336,-0.9356,0.8741,-0.2816,-0.0184,orange
-0.9903,-0.951,-0.7731,-1.6527,0.8831,0.0953,0.1646,orange
-0.4755,-1.1633,-0.8126,-1.9323,0.9076,1.5273,0.1145,orange
-1.2613,-1.4362,-0.8126,-0.5148,0.8822,0.3094,0.1676,orange
-0.909,-1.1329,-0.6744,-1.8212,0.93,0.2017,-0.0095,orange
-1.0445,-1.0117,-0.7534,-0.2301,0.9715,0.0761,0.1093,orange
-0.4485,-0.7387,-0.7929,1.237,0.8837,-0.0243,0.0342,orange
-0.313,-0.7691,-0.7534,1.1324,0.8986,0.9207,0.1036,orange
-0.5297,-0.86,-0.7139,-1.4943,0.8337,0.7069,0.1513,orange
-1.0445,-1.4362,-0.7929,1.0335,0.9608,-0.1045,0.0719,orange
-1.0445,-0.7387,-0.6941,-0.6242,0.9006,1.4239,0.2647,orange
-0.6652,-1.2846,-0.7336,-2.3532,0.8749,1.4732,0.0515,orange
-0.8549,-0.8904,-0.6546,-1.0127,0.9993,0.8629,0.1524,orange
-0.313,-0.9813,-0.7731,-2.4509,1.0129,-0.1492,0.0511,orange
-0.9361,-0.7387,-0.6941,1.3241,0.9972,-0.3523,0.2577,orange
-0.3943,-0.7387,-0.6941,-0.9747,0.8731,1.7577,0.1144,orange
-0.3672,-0.9207,-0.7139,1.1675,0.8547,-0.0959,0.1757,orange
-0.313,-1.3452,-0.6546,-0.0517,0.9134,1.9677,0.2419,orange
-0.5297,-1.4665,-0.6744,-1.5705,0.9083,0.1472,0.1314,orange
-0.8819,-1.2542,-0.7929,-2.5728,0.9136,-0.3404,0.2899,orange
-0.8278,-1.0117,-0.7534,-2.716,0.9975,0.6559,0.0473,orange
-1.2342,-1.3755,-0.8521,-2.8805,0.932,0.1203,0.1694,orange
-0.8278,-1.3755,-0.7139,-0.0627,1.055,1.0222,0.2641,orange
-0.6923,-0.9813,-0.7336,1.308,0.8389,-0.0122,0.0226,orange
-0.9903,-1.042,-0.6744,-1.5668,1.0277,0.2968,0.0837,orange
-0.3672,-1.0723,-0.7139,-3.0311,0.8406,1.204,0.0588,orange
-0.6652,-1.1633,-0.8324,-1.6584,1.0471,0.572,0.0827,orange
-1.0174,-0.951,-0.8521,-1.1751,0.8545,1.6731,-0.0599,orange
-0.5026,-0.86,-0.7731,-3.0143,1.0007,1.7144,-0.0422,orange
-0.8549,-1.4059,-0.7731,0.3238,0.9089,0.6467,-0.0423,orange
-0.611,-1.4059,-0.7731,1.7729,0.9277,0.3377,0.2202,orange
-0.7194,-0.7084,-0.7336,1.339,1.0349,0.1705,0.1782,orange
-1.18,-1.1026,-0.7534,-3.0522,0.8869,-0.0046,0.0528,orange
-0.8819,-0.9207,-0.7929,-0.8148,0.9865,-0.0723,-0.0361,orange
-1.18,-1.0117,-0.7139,-1.7939,1.0461,0.0075,0.1198,orange
-0.8278,-0.9207,-0.7336,1.2317,0.8374,-0.0798,0.118,orange
-0.8819,-1.1936,-0.7336,0.4803,0.8322,0.1051,0.2487,orange
-0.4485,-1.2846,-0.7534,1.2117,1.0384,1.1538,0.2136,orange
-0.8278,-0.7387,-0.7534,0.683,0.9789,1.158,-0.0487,orange
-0.3672,-0.8904,-0.6941,-1.2785,0.8639,1.7901,0.083,orange
-1.0445,-1.3755,-0.7534,-1.8702,0.8969,1.9727,0.0722,orange
-0.4485,-1.3149,-0.6744,1.6665,0.9244,0.331,0.2428,orange
-1.2071,-1.2239,-0.7731,1.7576,0.8572,1.7024,0.2705,orange
-0.6381,-0.7084,-0.8521,1.4027,0.8565,1.5347,0.1795,orange
-1.0174,-1.3755,-0.7139,-0.0895,0.9464,0.8225,0.1974,orange
-1.2071,-1.4059,-0.8126,0.408,1.0329,0.943,0.1917,orange
-0.2859,-1.1026,-0.6546,-0.8425,0.8746,1.8114,0.0659,orange
-0.5297,-0.8297,-0.7731,-2.749,0.9782,1.4173,-0.0048,orange
0.2831,0.4438,0.0366,1.8959,0.8992,0.4184,2.5409,papaya
0.2018,-0.2233,-0.0622,3.3141,0.8675,0.138,-0.273,papaya
-0.1504,-0.1929,0.1353,2.5289,0.8833,0.3644,0.2876,papaya
-0.313,0.3529,0.0958,1.9193,0.927,0.1179,2.4051,papaya
-0.5297,0.4438,-0.0622,3.4186,0.8354,0.6059,1.6885,papaya
0.5269,0.4438,-0.0622,1.6234,0.9602,0.6748,1.8189,papaya
0.4727,0.2619,0.0366,1.4985,0.9561,0.6568,1.7119,papaya
-0.4485,0.3529,-0.0227,-0.4209,0.9986,0.4708,1.6073,papaya
-0.3401,0.4438,0.1155,0.735,0.8687,0.3485,1.7944,papaya
0.4998,0.3226,-0.0227,2.8831,1.0345,0.6772,1.5144,papaya
0.2018,-0.0716,-0.0227,3.2628,0.9085,0.3722,1.7097,papaya
0.2289,-0.1929,0.0958,1.4315,0.8976,0.4926,-1.0227,papaya
-0.1775,0.3226,0.1155,0.8279,0.894,0.3532,2.3521,papaya
0.1476,0.1103,-0.0029,1.1745,0.9689,0.0474,-0.7251,papaya
0.4998,0.2013,0.1155,2.1148,0.9695,0.6726,0.6863,papaya
0.1476,0.1406,0.0168,2.2746,1.039,0.2878,1.2561,papaya
-0.042,0.0496,0.0958,2.5334,0.9954,0.0963,-0.4686,papaya
-0.3401,-0.0716,0.0761,1.3916,0.8674,0.5923,-0.4479,papaya
0.0934,0.3529,-0.0227,0.4566,0.9019,0.3261,0.8453,papaya
0.1747,0.1103,0.0563,2.6472,0.8988,0.6756,0.0441,papaya
-0.313,-0.0413,0.0958,1.3622,1.0413,0.3034,-0.9535,papaya
0.2018,0.4135,-0.0622,2.5891,0.9095,0.3011,-0.7433,papaya
0.2831,0.3226,0.0761,3.4934,0.9593,0.2218,0.1292,papaya
-0.4485,0.2619,0.1353,0.389,0.8645,0.1497,2.4576,papaya
-0.5297,-0.1626,-0.0622,2.997,0.9627,0.121,0.5338,papaya
-0.0962,-0.2233,0.0761,-0.4784,0.895,0.0424,1.8734,papaya
-0.5026,0.4438,0.0761,1.3954,0.9495,0.4276,2.6462,papaya
-0.3943,0.1709,-0.0424,1.7131,0.9942,0.3252,0.4329,papaya
0.2831,-0.0716,0.0563,2.703,1.0189,0.136,0.3183,papaya
0.5269,0.0193,-0.0424,2.7881,0.8824,0.5814,0.3512,papaya
-0.1775,0.08,0.0168,2.6898,0.8884,0.065,-0.7101,papaya
-0.4485,0.4438,0.0563,0.3419,1.0196,0.2812,-1.1486,papaya
-0.015,0.1709,-0.0227,2.9933,0.926,0.3599,1.9365,papaya
-0.313,0.5045,0.0761,0.1283,0.8677,0.2352,-0.8002,papaya
-0.4485,0.2316,0.0168,0.4965,0.9812,0.0429,0.2613,papaya
-0.1775,0.2013,0.1353,1.7114,0.8569,0.4599,-0.0896,papaya
-0.5297,0.2619,0.0761,1.6157,0.9671,0.6741,1.4298,papaya
0.3915,0.2619,0.0563,1.1686,0.8712,0.0545,1.8857,papaya
-0.1775,0.1103,0.0958,3.2965,0.8551,0.5974,-0.5203,papaya
-0.015,-0.1929,-0.0029,-0.1935,0.8598,0.3144,2.0887,papaya
-0.2046,-0.102,-0.0029,0.5266,0.8935,0.2077,1.3797,papaya
0.256,-0.2233,0.0958,-0.2232,0.9659,0.378,1.4565,papaya
0.5269,0.4438,0.1353,3.4034,1.0402,0.2866,-0.4487,papaya
0.2289,0.2619,0.0761,3.5672,0.9716,0.1799,0.0066,papaya
0.256,0.1406,0.0563,3.2505,0.9632,0.4799,1.1334,papaya
-0.2317,0.2013,-0.0227,1.5511,0.9275,0.4721,0.6072,papaya
-0.4214,0.3832,-0.0227,1.2021,0.9066,0.6255,-0.9942,papaya
-0.4485,0.3529,-0.0029,3.1216,0.8337,0.2527,1.7444,papaya
-0.3943,0.0193,-0.0424,3.3444,1.0541,0.2499,2.0192,papaya
-0.313,0.3226,0.0761,0.6523,1.0403,0.2704,-0.7239,papaya
-0.3672,-0.0413,-0.0227,3.4496,1.0073,0.0947,1.9727,papaya
-0.4755,-0.1929,-0.0424,0.7085,1.0102,0.4781,1.9282,papaya
-0.4485,-0.1626,-0.0029,3.0471,0.8936,0.434,1.4207,papaya
-0.042,0.0193,0.0366,0.0016,0.9749,0.3787,-0.1128,papaya
-0.2859,0.3529,0.0168,1.9185,0.8796,0.2701,1.1001,papaya
0.4727,-0.0413,0.0168,-0.2352,0.9343,0.1392,-0.73,papaya
-0.015,-0.2233,0.0761,1.0996,0.8417,0.3419,-0.8999,papaya
0.3915,0.2922,0.0366,1.2379,0.8915,0.0711,-0.4403,papaya
-0.2859,-0.1323,-0.0227,3.4207,0.8848,0.0414,2.6007,papaya
-0.2317,-0.011,-0.0029,-0.4942,1.026,0.3735,2.3305,papaya
-0.042,0.0496,0.0563,-0.147,1.0074,0.2677,0.577,papaya
0.2289,0.2619,0.0168,3.505,0.9825,0.61,0.2059,papaya
0.3373,0.1406,-0.0227,0.2399,0.8658,0.5101,0.7499,papaya
0.5269,0.3529,0.0761,0.9489,0.9724,0.1474,-0.5007,papaya
0.3373,-0.102,0.0761,0.5984,0.9769,0.3648,0.2248,papaya
-0.2859,0.3226,-0.0227,1.3598,0.9882,0.548,-0.5774,papaya
0.3373,0.1406,0.0366,3.4411,1.0405,0.3247,-1.1262,papaya
-0.1504,0.1406,0.0168,0.8872,0.8475,0.4631,-0.5136,papaya
0.4185,0.4742,-0.0227,-0.3801,0.9942,0.5723,-0.2899,papaya
0.0934,0.4135,0.0761,1.9872,0.9805,0.1507,0.6893,papaya
0.4998,0.4135,0.0761,0.4154,1.0314,0.4624,-0.3755,papaya
0.4456,0.4438,0.0168,1.9065,0.939,0.4553,0.8442,papaya
-0.1504,0.1103,-0.0227,-0.4835,0.8674,0.2416,1.0597,papaya
0.1476,-0.102,0.0761,1.4757,0.9331,0.3889,-0.2791,papaya
0.5269,-0.102,0.0958,2.3399,0.8522,0.6001,1.2536,papaya
-0.1775,-0.1929,-0.0622,2.5908,1.0447,0.1421,2.0871,papaya
-0.015,0.2013,-0.0227,1.375,0.9554,0.5925,-0.176,papaya
0.0392,-0.0716,0.0958,2.5216,0.9714,0.6673,1.9439,papaya
-0.4214,0.4438,-0.0622,3.4211,0.8362,0.1847,2.3911,papaya
0.4727,0.4742,0.0761,0.0076,0.9553,0.4445,-0.9192,papaya
-0.5026,0.0496,0.0761,2.3649,0.9217,0.644,1.0227,papaya
-0.5026,0.0496,0.0563,0.7883,0.9738,0.1351,-0.7421,papaya
-0.0691,0.2619,-0.0227,-0.0531,0.968,0.4312,1.291,papaya
-0.313,0.4742,0.0958,0.062,0.9678,0.6403,2.5181,papaya
-0.042,0.2316,-0.0622,1.4127,1.0374,0.3809,2.4937,papaya
-0.0691,0.1103,0.1155,0.673,0.8411,0.1916,0.4248,papaya
0.4998,0.3832,0.0168,2.842,0.8396,0.0745,-0.2065,papaya
0.0663,0.0496,0.1353,1.5223,0.8882,0.3104,2.3848,papaya
-0.3401,0.2316,0.0761,1.1085,1.0539,0.1955,-1.0378,papaya
0.1747,0.3226,0.1353,0.2109,0.9649,0.1477,-0.7454,papaya
0.0121,0.1103,0.1353,-0.1799,0.8386,0.2674,0.09,papaya
0.1476,0.3529,-0.0622,2.486,1.0105,0.3642,2.0862,papaya
0.0934,0.3832,0.0761,2.1632,1.0024,0.5145,0.0174,papaya
0.2018,0.0496,-0.0227,0.0864,0.9978,0.3528,2.4974,papaya
0.4727,0.5045,0.1155,1.1227,0.956,0.6678,-0.8861,papaya
-0.2317,0.1709,0.1353,2.8613,1.0274,0.6586,0.8309,papaya
-0.2046,0.3226,-0.0227,2.5626,0.903,0.4603,-0.0217,papaya
-0.4214,0.4135,0.0168,3.1006,0.8837,0.1907,2.4802,papaya
0.1476,0.1709,0.1353,2.2556,0.9126,0.1065,1.548,papaya
-0.313,0.3226,0.0958,-0.5143,0.8802,0.1672,1.9086,papaya
-0.8819,-0.7084,-0.3782,0.2265,0.9605,-0.0639,2.2045,coconut
-0.3672,-0.9207,-0.3979,-0.0007,1.0258,-0.9427,2.1996,coconut
-1.0174,-0.7691,-0.2992,0.4966,1.0857,-1.0113,0.8665,coconut
-1.3154,-0.9813,-0.2597,-0.116,0.901,-0.2272,1.3898,coconut
-1.0987,-1.0723,-0.2597,0.431,1.2653,-0.1131,1.4238,coconut
-1.18,-1.2846,-0.3189,0.7195,1.0617,-1.1984,1.4796,coconut
-0.313,-1.4665,-0.3387,0.2933,0.9982,-1.1858,0.8642,coconut
-0.4485,-1.4362,-0.4177,0.0456,0.8736,-0.7867,0.8085,coconut
-0.5297,-0.7084,-0.3782,0.1915,0.8763,-1.1769,1.3713,coconut
-0.6923,-1.4059,-0.2597,0.5469,1.2448,-1.1784,1.569,coconut
-0.9361,-1.0723,-0.4374,0.5571,0.9134,-1.1646,0.7658,coconut
-0.6652,-1.3149,-0.2992,0.5248,1.1436,-0.5154,1.7355,coconut
-0.6381,-1.3755,-0.3189,0.2746,1.1223,-1.0877,0.7438,coconut
-0.3672,-1.0723,-0.3584,0.3989,1.2519,-0.1093,0.991,coconut
-0.8549,-1.1633,-0.2794,0.1344,1.2659,-1.0127,2.0467,coconut
-1.3696,-1.042,-0.2992,0.2995,1.0673,-0.3037,1.8428,coconut
-0.5297,-1.0117,-0.4374,-0.01,1.174,-0.034,1.7532,coconut
-1.1258,-1.1026,-0.3189,0.0658,0.9849,-0.8105,1.2483,coconut
-0.7736,-1.2846,-0.3782,0.4775,1.0573,-0.6639,2.0846,coconut
-0.5297,-1.4362,-0.4374,0.6938,0.8908,-0.941,0.9787,coconut
-0.4485,-1.4362,-0.3584,0.2897,1.1465,-0.6735,1.2429,coconut
-0.7194,-1.4362,-0.3189,0.4932,0.8327,-0.1065,1.2561,coconut
-1.3425,-1.3755,-0.4374,0.3748,1.0202,-1.1716,0.9684,coconut
-0.5297,-1.2239,-0.2992,0.3994,1.0785,-0.788,1.8579,coconut
-1.0987,-1.3452,-0.3979,0.6709,1.0121,-0.2411,0.8479,coconut
-0.3943,-0.7994,-0.4374,0.1912,1.092,-0.2778,1.2405,coconut
-0.3401,-0.8904,-0.2992,0.528,1.1466,-0.6405,0.7185,coconut
-1.0716,-1.4362,-0.4572,0.6075,1.1308,-0.5013,1.3741,coconut
-0.9361,-1.1936,-0.3584,0.8085,1.1152,-0.1225,1.9361,coconut
-0.4755,-1.1936,-0.2597,0.3027,1.1313,-0.5709,0.8332,coconut
-0.9361,-1.4362,-0.3782,0.7251,0.9198,-0.777,0.5221,coconut
-0.5026,-1.2846,-0.3387,-0.1082,0.9808,-0.3406,0.5711,coconut
-0.3401,-1.1936,-0.3584,0.2584,0.8859,-1.1615,1.6642,coconut
-1.1529,-1.4362,-0.2992,0.5258,0.9958,-0.4836,1.2464,coconut
-0.7465,-1.4362,-0.2992,0.704,0.9546,-0.5734,1.8472,coconut
-0.5839,-0.86,-0.2597,0.5415,0.9059,-1.1975,1.0422,coconut
-0.7194,-1.1936,-0.2992,0.7436,0.9791,-0.1335,2.0941,coconut
-0.5026,-1.2542,-0.3584,-0.0442,1.1954,-1.1498,2.086,coconut
-0.5568,-0.86,-0.3387,0.1376,1.2192,-0.8588,1.9047,coconut
-0.9903,-0.9813,-0.2597,0.7721,0.9178,-0.4504,1.6534,coconut
-0.6381,-0.951,-0.3782,0.6352,0.9295,-0.6064,0.7635,coconut
-0.2859,-1.4665,-0.3782,0.5665,1.181,-0.8381,1.036,coconut
-0.909,-1.2846,-0.3189,0.6171,0.9846,-1.0969,0.9701,coconut
-0.5568,-0.7084,-0.2597,-0.12,1.0832,-0.6042,1.1347,coconut
-0.611,-1.3149,-0.3584,0.8401,0.8835,-0.2116,1.6253,coconut
-0.313,-1.4059,-0.3782,0.3805,1.0382,-0.1382,0.8506,coconut
-0.5026,-1.0117,-0.2597,0.1788,1.2085,-1.1384,0.7491,coconut
-1.18,-1.1633,-0.3189,-0.1148,1.0969,-0.3712,1.2982,coconut
-0.5839,-1.1026,-0.3782,0.7087,1.0867,-0.6591,1.9617,coconut
-0.4485,-1.1633,-0.2794,0.2848,0.8816,-1.0238,2.2065,coconut
-0.9903,-0.9207,-0.4572,0.1124,1.1449,-1.108,0.5816,coconut
-0.8819,-1.042,-0.3782,0.3906,0.9436,-0.3404,1.0807,coconut
-1.18,-0.9813,-0.2597,0.0284,1.0412,-0.9107,0.5056,coconut
-0.7194,-0.7994,-0.2794,0.6444,1.0617,-0.3439,0.757,coconut
-0.313,-0.7387,-0.3782,0.1764,1.0334,-0.4211,1.7547,coconut
-0.5839,-1.3755,-0.3979,0.2477,0.9095,-0.477,2.0192,coconut
-1.0987,-0.8904,-0.4177,0.3865,1.0523,-0.9836,0.7729,coconut
-1.3696,-0.7387,-0.3189,0.4825,1.2079,-0.777,1.241,coconut
-0.5026,-1.2846,-0.3387,0.7703,0.9472,-0.0107,0.505,coconut
-0.3672,-1.3149,-0.3189,0.6611,1.0639,-0.3934,2.1719,coconut
-0.8278,-0.7387,-0.4177,-0.1022,0.938,-0.546,0.9882,coconut
-0.5297,-0.7387,-0.2597,0.3103,0.9307,-0.4296,0.689,coconut
-0.909,-0.7084,-0.4177,0.6744,0.8675,-0.7437,1.8583,coconut
-1.3425,-1.2542,-0.3584,0.4223,1.0991,-1.1725,0.5028,coconut
-1.2071,-1.2239,-0.3782,0.3349,1.2798,-0.8231,1.7902,coconut
-0.9632,-0.7691,-0.3189,0.6373,1.2652,-0.3243,2.201,coconut
-0.6381,-0.8904,-0.3782,0.1971,1.1452,-0.4232,1.5933,coconut
-1.2884,-0.9207,-0.3584,0.8069,1.0861,-0.5049,2.0335,coconut
-1.1529,-0.8297,-0.4374,-0.0136,0.9057,-0.9913,1.9911,coconut
-0.8278,-0.7691,-0.4374,0.1508,0.8993,-1.1914,1.1572,coconut
-0.6652,-1.0723,-0.4177,0.364,0.9626,-0.8186,0.704,coconut
-1.3425,-1.4362,-0.2597,0.2778,1.0889,-0.3074,0.7954,coconut
-0.6381,-0.7084,-0.3387,0.6655,0.8652,-0.971,0.8258,coconut
-0.7465,-1.4059,-0.2794,0.0966,0.9004,-0.798,0.5581,coconut
-1.3696,-0.8297,-0.3387,-0.1078,1.0576,-1.191,1.6278,coconut
-0.3401,-1.4362,-0.4572,-0.0132,1.1432,-0.4048,1.5986,coconut
-0.6923,-1.2542,-0.4374,0.5834,1.0871,-0.0429,0.571,coconut
-0.2859,-1.4665,-0.3189,0.0897,1.1331,-0.6311,0.7293,coconut
-1.3696,-1.042,-0.3387,-0.0194,1.0289,-0.2553,1.3698,coconut
-0.6652,-1.3452,-0.3189,0.0657,1.0448,0.0013,0.7406,coconut
-0.4214,-0.7084,-0.2794,0.5296,1.0751,-0.4239,1.4375,coconut
-0.8549,-0.7084,-0.3584,0.7801,0.8953,-0.8311,2.2089,coconut
-0.5297,-1.2239,-0.2992,0.8066,1.0661,-0.1642,0.816,coconut
-0.909,-0.7387,-0.4374,0.1038,0.9795,-0.5138,1.6734,coconut
-1.3154,-0.7084,-0.3584,0.0761,1.0476,-0.1789,1.9306,coconut
-0.5568,-1.2239,-0.4572,0.3032,0.8988,-0.0728,1.1185,coconut
-1.1529,-1.1633,-0.2992,0.6631,1.1958,-1.2509,2.0099,coconut
-0.8819,-1.2542,-0.2597,0.1034,1.1188,-0.169,0.5073,coconut
-1.1529,-0.7691,-0.3584,-0.0198,1.0267,-0.5865,0.5763,coconut
-0.2859,-0.951,-0.3782,0.3836,1.2804,-0.9488,1.2951,coconut
-0.6381,-1.3149,-0.2992,0.4336,1.1682,-0.0046,0.9209,coconut
-0.8007,-1.0117,-0.3387,-0.0031,1.2688,-0.7936,1.135,coconut
-1.2884,-1.3452,-0.2597,0.2568,1.2743,-0.1951,2.2234,coconut
-0.7736,-1.1329,-0.4177,0.7039,0.8442,-0.598,1.5554,coconut
-0.6381,-1.3755,-0.3584,0.1639,1.2048,-0.5959,2.1432,coconut
-0.7736,-1.3755,-0.2992,0.5569,1.0963,-1.0387,1.8284,coconut
-0.611,-0.7994,-0.3189,0.6567,0.9668,-0.911,1.6072,coconut
-0.7465,-0.9813,-0.4374,0.1657,0.987,-0.7341,0.8328,coconut
-0.3672,-1.4665,-0.2794,0.0353,1.0045,-0.8923,0.8911,coconut
-0.8549,-0.8297,-0.3782,0.2598,1.2274,-1.0312,1.1485,coconut
2.2338,-0.1929,-0.4769,-0.2398,0.3466,0.9846,-0.2304,cotton
2.3151,-0.5265,-0.5559,-0.4978,0.6012,0.5892,-0.5854,cotton
1.4481,-0.1929,-0.5954,-0.326,0.2469,1.5043,-0.2313,cotton
2.2338,-0.1929,-0.4967,-0.144,0.186,0.4625,-0.2494,cotton
2.0442,-0.4658,-0.4967,-0.0501,0.5459,-0.3784,-0.2735,cotton
2.0442,-0.102,-0.5757,-0.1821,0.4607,0.2058,-0.4528,cotton
1.692,-0.3749,-0.5559,-0.1214,0.4069,1.0176,-0.1299,cotton
1.9087,-0.2536,-0.5164,-0.6236,0.4414,-0.0332,-0.714,cotton
1.9087,-0.1929,-0.6349,-0.3971,0.3511,1.6203,-0.5636,cotton
2.1255,0.2013,-0.5164,-0.2038,0.3433,-0.6747,-0.5736,cotton
1.5294,-0.2536,-0.4572,-0.4997,0.5424,0.98,-0.5755,cotton
1.9358,0.1709,-0.5954,-0.418,0.546,-0.3231,-0.4304,cotton
2.4235,-0.4658,-0.6546,-0.2902,0.1977,-0.579,-0.6106,cotton
1.3939,-0.1323,-0.5362,-0.1823,0.6003,-0.2793,-0.2487,cotton
1.6378,-0.4052,-0.4572,-0.2235,0.5826,-0.3645,-0.2279,cotton
2.1796,-0.5568,-0.5954,-0.2222,0.4835,0.7602,-0.7177,cotton
2.288,-0.3142,-0.6349,-0.422,0.4604,0.3244,-0.3039,cotton
1.3397,-0.2233,-0.5954,-0.2825,0.2049,-0.0488,-0.6258,cotton
1.9629,-0.4355,-0.4769,-0.1202,0.3009,1.2712,-0.3167,cotton
1.8003,0.08,-0.6546,0.0743,0.2504,1.1616,-0.2611,cotton
1.9087,-0.5265,-0.4769,-0.3855,0.4587,1.1411,-0.0745,cotton
1.3668,0.1406,-0.5954,0.0104,0.4447,0.2361,-0.4526,cotton
1.5294,-0.3446,-0.4769,-0.7052,0.5907,-0.4198,-0.3177,cotton
1.3397,-0.3749,-0.5164,-0.6313,0.5875,1.0977,-0.182,cotton
2.0171,-0.4355,-0.5362,-0.1155,0.4821,1.9194,-0.1537,cotton
1.4752,0.2013,-0.4967,-0.4114,0.2577,-0.3384,-0.2898,cotton
1.3939,-0.2233,-0.5757,-0.5621,0.4995,0.2088,-0.3998,cotton
2.1796,-0.1323,-0.5164,-0.0233,0.3816,1.0823,-0.6625,cotton
2.3964,-0.5568,-0.6546,-0.0726,0.5383,-0.7382,-0.3077,cotton
1.5565,-0.5265,-0.5757,-0.5597,0.2709,0.994,-0.707,cotton
1.8274,-0.2536,-0.4967,-0.4436,0.2673,1.9491,-0.5785,cotton
1.5294,-0.0716,-0.5164,-0.1483,0.3028,-0.6286,-0.4349,cotton
2.0171,0.2013,-0.6152,-0.2908,0.5856,0.4087,-0.4205,cotton
1.692,-0.4962,-0.5559,-0.1152,0.3397,1.1941,-0.1158,cotton
2.1796,-0.0413,-0.6349,-0.387,0.5838,0.0214,-0.2715,cotton
1.7461,-0.1626,-0.6349,-0.0143,0.5665,0.913,-0.2643,cotton
1.692,-0.4658,-0.4572,-0.7141,0.359,1.1874,-0.2374,cotton
1.6378,-0.3749,-0.5954,-0.3897,0.2985,-0.4705,-0.4095,cotton
1.6378,-0.011,-0.5757,-0.3263,0.2941,-0.0645,-0.3427,cotton
1.9358,-0.1626,-0.6349,-0.19,0.1866,-0.2092,-0.7577,cotton
1.5565,-0.2233,-0.6152,-0.2596,0.6018,0.598,-0.6996,cotton
2.2067,-0.3749,-0.5164,-0.2617,0.4287,1.7336,-0.2374,cotton
1.421,-0.3446,-0.6152,-0.261,0.59,0.075,-0.4078,cotton
2.2338,-0.102,-0.4572,0.0209,0.4365,1.4216,-0.0643,cotton
2.0713,-0.4962,-0.5954,-0.1461,0.2165,0.7387,-0.21,cotton
1.6107,-0.4355,-0.4572,-0.5946,0.2633,0.9555,-0.5156,cotton
2.1796,-0.4658,-0.5757,-0.3453,0.1888,0.4457,-0.2368,cotton
1.5565,-0.4658,-0.4769,-0.4357,0.2227,1.2572,-0.4485,cotton
1.9358,-0.4052,-0.6152,-0.1288,0.4418,0.4977,-0.4263,cotton
1.6378,-0.102,-0.6546,-0.0885,0.3963,1.8288,-0.3429,cotton
2.4235,-0.4052,-0.6152,-0.5706,0.2513,-0.5989,-0.4716,cotton
